Row,Error
Existing student skipped | cluster=D25DESU0021
Existing student skipped | cluster=D25DESU0022
Existing student skipped | cluster=D25DESU0023
Existing student skipped | cluster=D25DESU0024
Existing student skipped | cluster=E25BIOU0001
Existing student skipped | cluster=E25BIOU0002
Existing student skipped | cluster=E25BIOU0003
Existing student skipped | cluster=E25BIOU0004
Existing student skipped | cluster=E25BIOU0005
Existing student skipped | cluster=E25BIOU0006
Existing student skipped | cluster=E25BIOU0007
Existing student skipped | cluster=E25BIOU0008
Existing student skipped | cluster=E25BIOU0009
Existing student skipped | cluster=E25BIOU0010
Existing student skipped | cluster=E25BIOU0011
Existing student skipped | cluster=E25BIOU0012
Existing student skipped | cluster=E25BIOU0013
Existing student skipped | cluster=E25BIOU0014
Existing student skipped | cluster=E25BIOU0015
Existing student skipped | cluster=E25BIOU0016
Existing student skipped | cluster=E25BIOU0017
Existing student skipped | cluster=E25BIOU0018
Existing student skipped | cluster=E25BIOU0019
Existing student skipped | cluster=E25BIOU0020
Existing student skipped | cluster=E25BIOU0021
Existing student skipped | cluster=E25BIOU0022
Existing student skipped | cluster=E25BIOU0023
Existing student skipped | cluster=E25BIOU0024
Existing student skipped | cluster=E25BIOU0025
Existing student skipped | cluster=E25BIOU0026
Existing student skipped | cluster=E25BIOU0027
Existing student skipped | cluster=E25BIOU0028
Existing student skipped | cluster=E25BIOU0029
Existing student skipped | cluster=E25BIOU0030
Existing student skipped | cluster=E25BIOU0031
Existing student skipped | cluster=E25BIOU0032
Existing student skipped | cluster=E25BIOU0033
Existing student skipped | cluster=E25BIOU0034
Existing student skipped | cluster=E25BIOU0035
Existing student skipped | cluster=E25BIOU0036
Existing student skipped | cluster=E25BIOU0037
Existing student skipped | cluster=E25BIOU0038
Existing student skipped | cluster=E25BIOU0039
Existing student skipped | cluster=E25BIOU0040
Existing student skipped | cluster=E25BIOU0041
Existing student skipped | cluster=E25BIOU0042
Existing student skipped | cluster=E25BIOU0043
Existing student skipped | cluster=E25BIOU0044
Existing student skipped | cluster=E25BIOU0045
Existing student skipped | cluster=E25BIOU0046
Existing student skipped | cluster=E25BIOU0047
Existing student skipped | cluster=E25BIOU0048
Existing student skipped | cluster=E25BIOU0049
Existing student skipped | cluster=E25BIOU0050
Existing student skipped | cluster=E25BIOU0051
Existing student skipped | cluster=E25BIOU0052
Existing student skipped | cluster=E25BIOU0053
Existing student skipped | cluster=E25BIOU0054
Existing student skipped | cluster=E25BIOU0055
Existing student skipped | cluster=E25BIOU0056
Existing student skipped | cluster=E25BIOU0057
Existing student skipped | cluster=E25BIOU0058
Existing student skipped | cluster=E25BIOU0059
Existing student skipped | cluster=E25BIOU0060
Existing student skipped | cluster=E25BIOU0061
Existing student skipped | cluster=E25BIOU0062
Existing student skipped | cluster=E25BIOU0063
Existing student skipped | cluster=E25BIOU0064
Existing student skipped | cluster=E25BIOU0065
Existing student skipped | cluster=E25BIOU0066
Existing student skipped | cluster=E25BIOU0067
Existing student skipped | cluster=E25BMBU0001
Existing student skipped | cluster=E25BMBU0002
Existing student skipped | cluster=E25BMBU0003
Existing student skipped | cluster=E25BMBU0004
Existing student skipped | cluster=E25BMBU0005
Existing student skipped | cluster=E25BMBU0006
Existing student skipped | cluster=E25BMBU0007
Existing student skipped | cluster=E25BMBU0008
Existing student skipped | cluster=E25ECEU0001
Existing student skipped | cluster=E25ECEU0002
Existing student skipped | cluster=E25ECEU0003
Existing student skipped | cluster=E25ECEU0004
Existing student skipped | cluster=E25ECEU0006
Existing student skipped | cluster=E25ECEU0007
Existing student skipped | cluster=E25ECEU0008
could not execute statement [Duplicate entry 'E25ECEU0009' for key 'app_user.UK_3k4cplvh82srueuttfkwnylq0'] [insert into app_user (password;role;tenant_id;username) values (?;?;?;?)]; SQL [insert into app_user (password;role;tenant_id;username) values (?;?;?;?)]; constraint [app_user.UK_3k4cplvh82srueuttfkwnylq0] | cluster=E25ECEU0009
